DrugBank ID,Name,CAS Number,Drug Groups,InChIKey,InChI,SMILES,Formula,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,ChEMBL ID,HET ID,ChemSpider ID,BindingDB ID
DB00524,Metolazone,17560-51-9,approved,AQCHWTWZEMGIFD-UHFFFAOYSA-N,"InChI=1S/C16H16ClN3O3S/c1-9-5-3-4-6-14(9)20-10(2)19-13-8-12(17)15(24(18,22)23)7-11(13)16(20)21/h3-8,10,19H,1-2H3,(H2,18,22,23)",CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,C16H16ClN3O3S,,D00431,4170,46509058,64354,CHEMBL878,,4026,25899
DB00526,Oxaliplatin,61825-94-3,approved; investigational,ZROHGHOFXNOHSO-BNTLRKBRSA-L,"InChI=1S/C6H14N2.C2H2O4.Pt/c7-5-3-1-2-4-6(5)8;3-1(4)2(5)6;/h5-6H,1-4,7-8H2;(H,3,4)(H,5,6);/q;;+2/p-2/t5-,6-;;/m1../s1",[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,C8H14N2O4Pt,,D01790,6857599,46509083,31941,CHEMBL414804,,8062727,
DB00529,Foscarnet,4428-95-9,approved,ZJAOAACCNHFJAH-UHFFFAOYSA-N,"InChI=1S/CH3O5P/c2-1(3)7(4,5)6/h(H,2,3)(H2,4,5,6)",OC(=O)P(O)(O)=O,CH3O5P,C06456,D00579,3415,46507873,127780,CHEMBL666,PPF,3297,50011181
DB00530,Erlotinib,183321-74-6,approved; investigational,AAKJLRGGTJKAMG-UHFFFAOYSA-N,"InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)",COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2,C22H23N3O4,,D07907,176870,46508021,114785,CHEMBL553,AQ4,154044,5446
DB00531,Cyclophosphamide,50-18-0,approved; investigational,CMSMOCZEIVJLDB-UHFFFAOYSA-N,"InChI=1S/C7H15Cl2N2O2P/c8-2-5-11(6-3-9)14(12)10-4-1-7-13-14/h1-7H2,(H,10,12)",ClCCN(CCCl)P1(=O)NCCCO1,C7H15Cl2N2O2P,C07888,D07760,2907,46505441,4027,CHEMBL88,,2804,50237604
DB00532,Mephenytoin,1950/12/4,approved; investigational; withdrawn,GMHKMTDVRCWUDX-UHFFFAOYSA-N,"InChI=1S/C12H14N2O2/c1-3-12(9-7-5-4-6-8-9)10(15)14(2)11(16)13-12/h4-8H,3H2,1-2H3,(H,13,16)",CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1,C12H14N2O2,,D00375,4060,46508677,6757,CHEMBL861,,3920,50103593
DB00533,Rofecoxib,162011-90-7,approved; investigational; withdrawn,RZJQGNCSTQAWON-UHFFFAOYSA-N,"InChI=1S/C17H14O4S/c1-22(19,20)14-9-7-12(8-10-14)15-11-21-17(18)16(15)13-5-3-2-4-6-13/h2-10H,11H2,1H3",CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1,C17H14O4S,C07590,D00568,5090,46504787,8887,CHEMBL122,RCX,4911,22369
DB00535,Cefdinir,91832-40-5,approved,RTXOFQZKPXMALH-GHXIOONMSA-N,"InChI=1S/C14H13N5O5S2/c1-2-5-3-25-12-8(11(21)19(12)9(5)13(22)23)17-10(20)7(18-24)6-4-26-14(15)16-6/h2,4,8,12,24H,1,3H2,(H2,15,16)(H,17,20)(H,22,23)/b18-7-/t8-,12-/m1/s1",[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,C14H13N5O5S2,C08110,D00917,6915944,46505573,3485,CHEMBL927,,5291705,
DB00537,Ciprofloxacin,85721-33-1,approved; investigational,MYSWGUAQZAJSOK-UHFFFAOYSA-N,"InChI=1S/C17H18FN3O3/c18-13-7-11-14(8-15(13)20-5-3-19-4-6-20)21(10-1-2-10)9-12(16(11)22)17(23)24/h7-10,19H,1-6H2,(H,23,24)",OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,C17H18FN3O3,C05349,D00186,2764,46504733,100241,CHEMBL8,CPF,2662,21690
DB00538,Gadoversetamide,131069-91-5,approved; investigational,HBEAOBRDTOXWRZ-UHFFFAOYSA-K,"InChI=1S/C20H37N5O10.Gd/c1-34-9-3-21-16(26)11-24(14-19(30)31)7-5-23(13-18(28)29)6-8-25(15-20(32)33)12-17(27)22-4-10-35-2;/h3-15H2,1-2H3,(H,21,26)(H,22,27)(H,28,29)(H,30,31)(H,32,33);/q;+3/p-3",[Gd+3].COCCNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NCCOC)CC([O-])=O)CC([O-])=O,C20H34GdN5O10,,D01646,444013,46504481,31644,CHEMBL1200457,,392041,
DB00539,Toremifene,89778-26-7,approved; investigational,XFCLJVABOIYOMF-QPLCGJKRSA-N,"InChI=1S/C26H28ClNO/c1-28(2)19-20-29-24-15-13-23(14-16-24)26(22-11-7-4-8-12-22)25(17-18-27)21-9-5-3-6-10-21/h3-16H,17-20H2,1-2H3/b26-25-",CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,C26H28ClNO,C08166,,3005573,46506087,9635,CHEMBL1655,T0R,2275722,58492
DB00540,Nortriptyline,72-69-5,approved,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,"InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-11,20H,6,12-14H2,1H3",CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,C19H21N,C07274,D08288,4543,46507783,7640,CHEMBL445,21B,4384,112777
DB00541,Vincristine,57-22-7,approved; investigational,OGWKCGZFUXNPDA-CFWMRBGOSA-N,"InChI=1S/C46H56N4O10/c1-7-42(55)22-28-23-45(40(53)58-5,36-30(14-18-48(24-28)25-42)29-12-9-10-13-33(29)47-36)32-20-31-34(21-35(32)57-4)50(26-51)38-44(31)16-19-49-17-11-15-43(8-2,37(44)49)39(60-27(3)52)46(38,56)41(54)59-6/h9-13,15,20-21,26,28,37-39,47,55-56H,7-8,14,16-19,22-25H2,1-6H3/t28-,37-,38+,39+,42-,43+,44+,45-,46-/m0/s1",[H][C@@]12N3CC[C@@]11C4=C(C=C(OC)C(=C4)[C@]4(C[C@H]5C[N@](C[C@](O)(CC)C5)CCC5=C4NC4=CC=CC=C54)C(=O)OC)N(C=O)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC,C46H56N4O10,C07204,D08679,5978,46507033,28445,CHEMBL499458,R1Q,4535015,38872
DB00542,Benazepril,86541-75-5,approved; investigational,XPCFTKFZXHTYIP-PMACEKPBSA-N,"InChI=1S/C24H28N2O5/c1-2-31-24(30)20(14-12-17-8-4-3-5-9-17)25-19-15-13-18-10-6-7-11-21(18)26(23(19)29)16-22(27)28/h3-11,19-20,25H,2,12-16H2,1H3,(H,27,28)/t19-,20-/m0/s1",[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,C24H28N2O5,C06843,D07499,5362124,46507884,3011,CHEMBL838,,4514935,50021153
DB00543,Amoxapine,14028-44-5,approved,QWGDMFLQWFTERH-UHFFFAOYSA-N,"InChI=1S/C17H16ClN3O/c18-12-5-6-15-13(11-12)17(21-9-7-19-8-10-21)20-14-3-1-2-4-16(14)22-15/h1-6,11,19H,7-10H2",ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,C17H16ClN3O,,D00228,2170,46509117,2675,CHEMBL1113,,2085,22870
DB00547,Desoximetasone,382-67-2,approved,VWVSBHGCDBMOOT-IIEHVVJPSA-N,"InChI=1S/C22H29FO4/c1-12-8-16-15-5-4-13-9-14(25)6-7-21(13,3)22(15,23)18(27)10-20(16,2)19(12)17(26)11-24/h6-7,9,12,15-16,18-19,24,27H,4-5,8,10-11H2,1-3H3/t12-,15+,16+,18+,19-,20+,21+,22+/m1/s1",[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C22H29FO4,,,5311067,46506793,691037,CHEMBL1766,,4470604,50103622
DB00548,Azelaic acid,123-99-9,approved,BDJRBEYXGGNYIS-UHFFFAOYSA-N,"InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)",OC(=O)CCCCCCCC(O)=O,C9H16O4,C08261,D03034,2266,46506284,48131,CHEMBL1238,AZ1,2179,
DB00549,Zafirlukast,107753-78-6,approved; investigational,YEEZWCHGZNKEEK-UHFFFAOYSA-N,"InChI=1S/C31H33N3O6S/c1-20-8-4-7-11-29(20)41(37,38)33-30(35)22-13-12-21(28(17-22)39-3)16-23-19-34(2)27-15-14-24(18-26(23)27)32-31(36)40-25-9-5-6-10-25/h4,7-8,11-15,17-19,25H,5-6,9-10,16H2,1-3H3,(H,32,36)(H,33,35)",COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C,C31H33N3O6S,C07206,D00411,5717,46506874,10100,CHEMBL603,ZLK,5515,50009073
DB00550,Propylthiouracil,51-52-5,approved; investigational,KNAHARQHSZJURB-UHFFFAOYSA-N,"InChI=1S/C7H10N2OS/c1-2-3-5-4-6(10)9-7(11)8-5/h4H,2-3H2,1H3,(H2,8,9,10,11)",CCCC1=CC(=O)NC(=S)N1,C7H10N2OS,C07569,D00562,657298,46505181,8502,CHEMBL1518,3CJ,571424,50133597
DB00554,Piroxicam,36322-90-4,approved; investigational,QYSPLQLAKJAUJT-UHFFFAOYSA-N,"InChI=1S/C15H13N3O4S/c1-18-13(15(20)17-12-8-4-5-9-16-12)14(19)10-6-2-3-7-11(10)23(18,21)22/h2-9,19H,1H3,(H,16,17,20)",CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O,C15H13N3O4S,C01608,D00127,54676228,46505225,8249,CHEMBL527,,10442653,85245
DB00555,Lamotrigine,84057-84-1,approved; investigational,PYZRQGJRPPTADH-UHFFFAOYSA-N,"InChI=1S/C9H7Cl2N5/c10-5-3-1-2-4(6(5)11)7-8(12)14-9(13)16-15-7/h1-3H,(H4,12,13,14,16)",NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1,C9H7Cl2N5,,D00354,3878,46505408,6367,CHEMBL741,,3741,50031299
DB00557,Hydroxyzine,68-88-2,approved,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,"InChI=1S/C21H27ClN2O2/c22-20-8-6-19(7-9-20)21(18-4-2-1-3-5-18)24-12-10-23(11-13-24)14-16-26-17-15-25/h1-9,21,25H,10-17H2",OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,C21H27ClN2O2,C07045,D08054,3658,46508556,5818,CHEMBL896,,3531,22875
DB00559,Bosentan,147536-97-8,approved; investigational,GJPICJJJRGTNOD-UHFFFAOYSA-N,"InChI=1S/C27H29N5O6S/c1-27(2,3)18-10-12-19(13-11-18)39(34,35)32-23-22(38-21-9-6-5-8-20(21)36-4)26(37-17-16-33)31-25(30-23)24-28-14-7-15-29-24/h5-15,33H,16-17H2,1-4H3,(H,30,31,32)",COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,C27H29N5O6S,,D01227,104865,46507154,51450,CHEMBL957,K86,94651,50061101
DB00560,Tigecycline,220620-09-7,approved,FPZLLRFZJZRHSY-HJYUBDRYSA-N,"InChI=1S/C29H39N5O8/c1-28(2,3)31-11-17(35)32-15-10-16(33(4)5)13-8-12-9-14-21(34(6)7)24(38)20(27(30)41)26(40)29(14,42)25(39)18(12)23(37)19(13)22(15)36/h10,12,14,21,31,36,38-39,42H,8-9,11H2,1-7H3,(H2,30,41)(H,32,35)/t12-,14-,21-,29-/m0/s1",[H][C@@]12CC3=C(C(O)=C(NC(=O)CNC(C)(C)C)C=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,C29H39N5O8,C12012,D01079,54686904,46509041,149836,CHEMBL376140,,10482314,50247905
DB00561,Doxapram,309-29-5,approved; vet_approved,XFDJYSQDBULQSI-UHFFFAOYSA-N,"InChI=1S/C24H30N2O2/c1-2-26-19-22(13-14-25-15-17-28-18-16-25)24(23(26)27,20-9-5-3-6-10-20)21-11-7-4-8-12-21/h3-12,22H,2,13-19H2,1H3",CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,C24H30N2O2,,D07873,3156,46506829,681848,CHEMBL1754,,3044,
DB00563,Methotrexate,1959/5/2,approved,FBOZXECLQNJBKD-ZDUSSCGKSA-N,"InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)/t13-/m0/s1",CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,C20H22N8O5,C01937,D00142,126941,46507678,44185,CHEMBL34259,MTX,112728,66082
DB00564,Carbamazepine,298-46-4,approved; investigational,FFGPTBGBLSHEPO-UHFFFAOYSA-N,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)",NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,C15H12N2O,C06868,D00252,2554,46507583,3387,CHEMBL108,N6W,2457,50003659
DB00567,Cephalexin,15686-71-2,approved; investigational; vet_approved,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,"InChI=1S/C16H17N3O4S/c1-8-7-24-15-11(14(21)19(15)12(8)16(22)23)18-13(20)10(17)9-5-3-2-4-6-9/h2-6,10-11,15H,7,17H2,1H3,(H,18,20)(H,22,23)/t10-,11-,15-/m1/s1",[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,C16H17N3O4S,C06895,D00263,27447,46506749,3534,CHEMBL1727,,25541,50139896
DB00571,Propranolol,525-66-6,approved; investigational,AQHHHDLHHXJYJD-UHFFFAOYSA-N,"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3",CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,C16H21NO2,C07407,D08443,4946,46505387,8499,CHEMBL27,,4777,25761
DB00572,Atropine,51-55-8,approved; vet_approved,RKUNBYITZUJHSG-SPUOUPEWSA-N,"InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15+,16?",CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,C17H23NO3,C01479,D00113,174174,46507540,78734,CHEMBL517712,OIN,10194105,50403547
DB00573,Fenoprofen,29679-58-1,approved,RDJGLLICXDHJDY-UHFFFAOYSA-N,"InChI=1S/C15H14O3/c1-11(15(16)17)12-6-5-9-14(10-12)18-13-7-3-2-4-8-13/h2-11H,1H3,(H,16,17)",CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,C15H14O3,C06997,D00968,3342,46504597,5004,CHEMBL1297,,3225,54705
DB00575,Clonidine,4205-90-7,approved,GJSURZIOUXUGAL-UHFFFAOYSA-N,"InChI=1S/C9H9Cl2N3/c10-6-2-1-3-7(11)8(6)14-9-12-4-5-13-9/h1-3H,4-5H2,(H2,12,13,14)",ClC1=CC=CC(Cl)=C1NC1=NCCN1,C9H9Cl2N3,,D00281,2803,46508119,46632,CHEMBL134,CLU,2701,14062
DB00578,Carbenicillin,4697-36-3,approved; investigational,FPPNZSSZRUTDAP-UWFZAAFLSA-N,"InChI=1S/C17H18N2O6S/c1-17(2)11(16(24)25)19-13(21)10(14(19)26-17)18-12(20)9(15(22)23)8-6-4-3-5-7-8/h3-7,9-11,14H,1-2H3,(H,18,20)(H,22,23)(H,24,25)/t9?,10-,11+,14-/m1/s1",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(O)=O)C1=CC=CC=C1)C(O)=O,C17H18N2O6S,C06869,D07614,20824,46505653,3393,CHEMBL1214,,19599,
DB00580,Valdecoxib,181695-72-7,approved; investigational; withdrawn,LNPDTQAFDNKSHK-UHFFFAOYSA-N,"InChI=1S/C16H14N2O3S/c1-11-15(12-7-9-14(10-8-12)22(17,19)20)16(18-21-11)13-5-3-2-4-6-13/h2-10H,1H3,(H2,17,19,20)",CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O,C16H14N2O3S,,,119607,46506229,63634,CHEMBL865,COX,106796,13063
DB00581,Lactulose,4618-18-2,approved,JCQLYHFGKNRPGE-FCVZTGTOSA-N,"InChI=1S/C12H22O11/c13-1-4-6(16)7(17)8(18)11(21-4)22-9-5(2-14)23-12(20,3-15)10(9)19/h4-11,13-20H,1-3H2/t4-,5-,6+,7+,8-,9-,10+,11+,12-/m1/s1",OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,C12H22O11,C07064,D00352,11333,46506757,6359,CHEMBL296306,,10856,50377984
DB00582,Voriconazole,137234-62-9,approved,BCEHBSKCWLPMDN-MGPLVRAMSA-N,"InChI=1S/C16H14F3N5O/c1-10(15-14(19)5-20-7-22-15)16(25,6-24-9-21-8-23-24)12-3-2-11(17)4-13(12)18/h2-5,7-10,25H,6H2,1H3/t10-,16+/m0/s1",C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,C16H14F3N5O,C07622,D00578,71616,46506421,10023,CHEMBL638,VOR,64684,50333117
DB00585,Nizatidine,76963-41-2,approved,SGXXNSQHWDMGGP-UHFFFAOYSA-N,"InChI=1S/C12H21N5O2S2/c1-13-11(6-17(18)19)14-4-5-20-8-10-9-21-12(15-10)7-16(2)3/h6,9,13-14H,4-5,7-8H2,1-3H3",CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O,C12H21N5O2S2,C07270,D00440,3033637,46507554,7601,CHEMBL3183075,,4356,
DB00586,Diclofenac,15307-86-5,approved; vet_approved,DCOPUUMXTXDBNB-UHFFFAOYSA-N,"InChI=1S/C14H11Cl2NO2/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19/h1-7,17H,8H2,(H,18,19)",OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,C14H11Cl2NO2,C01690,D07816,3033,46504644,47381,CHEMBL139,DIF,2925,13066
DB00590,Doxazosin,74191-85-8,approved,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,"InChI=1S/C23H25N5O5/c1-30-18-11-14-15(12-19(18)31-2)25-23(26-21(14)24)28-9-7-27(8-10-28)22(29)20-13-32-16-5-3-4-6-17(16)33-20/h3-6,11-12,20H,7-10,13H2,1-2H3,(H2,24,25,26)",COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1,C23H25N5O5,C06970,D07874,3157,46506825,4708,CHEMBL707,,3045,86731
DB00591,Fluocinolone acetonide,67-73-2,approved; investigational; vet_approved,FEBLZLNTKCEFIT-VSXGLTOVSA-N,"InChI=1S/C24H30F2O6/c1-20(2)31-19-9-13-14-8-16(25)15-7-12(28)5-6-21(15,3)23(14,26)17(29)10-22(13,4)24(19,32-20)18(30)11-27/h5-7,13-14,16-17,19,27,29H,8-11H2,1-4H3/t13-,14-,16-,17-,19+,21-,22-,23-,24+/m0/s1",[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,C24H30F2O6,,D01825,6215,46506244,31623,CHEMBL989,,5980,
DB00593,Ethosuximide,77-67-8,approved,HAPOVYFOVVWLRS-UHFFFAOYSA-N,"InChI=1S/C7H11NO2/c1-3-7(2)4-5(9)8-6(7)10/h3-4H2,1-2H3,(H,8,9,10)",CCC1(C)CC(=O)NC1=O,C7H11NO2,C07505,D00539,3291,46507617,4887,CHEMBL696,,3175,50240424
DB00594,Amiloride,2609-46-3,approved,XSDQTOBWRPYKKA-UHFFFAOYSA-N,"InChI=1S/C6H8ClN7O/c7-2-4(9)13-3(8)1(12-2)5(15)14-6(10)11/h(H4,8,9,13)(H4,10,11,14,15)",NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N,C6H8ClN7O,C06821,D07447,16231,46508156,2639,CHEMBL945,AMR,15403,16173
DB00595,Oxytetracycline,79-57-2,approved; investigational; vet_approved,IWVCMVBTMGNXQD-PXOLEDIWSA-N,"InChI=1S/C22H24N2O9/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29/h4-6,12-14,17,25,27-29,32-33H,1-3H3,(H2,23,31)/t12-,13-,14+,17+,21-,22+/m1/s1",[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,C22H24N2O9,C06624,,54675779,46507025,27701,CHEMBL1517,OTC,10482174,
DB00598,Labetalol,36894-69-6,approved,SGUAFYQXFOLMHL-UHFFFAOYSA-N,"InChI=1S/C19H24N2O3/c1-13(7-8-14-5-3-2-4-6-14)21-12-18(23)15-9-10-17(22)16(11-15)19(20)24/h2-6,9-11,13,18,21-23H,7-8,12H2,1H3,(H2,20,24)",CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,C19H24N2O3,C07063,D08106,3869,46505511,6343,CHEMBL429,,3734,25758
DB00601,Linezolid,165800-03-3,approved; investigational,TYZROVQLWOKYKF-ZDUSSCGKSA-N,"InChI=1S/C16H20FN3O4/c1-11(21)18-9-13-10-20(16(22)24-13)12-2-3-15(14(17)8-12)19-4-6-23-7-5-19/h2-3,8,13H,4-7,9-10H2,1H3,(H,18,21)/t13-/m0/s1",CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,C16H20FN3O4,C08146,D00947,441401,46504452,63607,CHEMBL126,ZLD,390139,50116067
DB00602,Ivermectin,70288-86-7,approved; investigational; vet_approved,SPBDXSGPUHCETR-CVSKBELMSA-N,"InChI=1S/C48H74O14.C47H72O14/c1-11-25(2)43-28(5)17-18-47(62-43)23-34-20-33(61-47)16-15-27(4)42(26(3)13-12-14-32-24-55-45-40(49)29(6)19-35(46(51)58-34)48(32,45)52)59-39-22-37(54-10)44(31(8)57-39)60-38-21-36(53-9)41(50)30(7)56-38;1-24(2)41-27(5)16-17-46(61-41)22-33-19-32(60-46)15-14-26(4)42(25(3)12-11-13-31-23-54-44-39(48)28(6)18-34(45(50)57-33)47(31,44)51)58-38-21-36(53-10)43(30(8)56-38)59-37-20-35(52-9)40(49)29(7)55-37/h12-15,19,25-26,28,30-31,33-45,49-50,52H,11,16-18,20-24H2,1-10H3;11-14,18,24-25,27,29-30,32-44,48-49,51H,15-17,19-23H2,1-10H3/b13-12+,27-15+,32-14+;12-11+,26-14+,31-13+/t25-,26+,28+,30+,31+,33-,34+,35+,36+,37+,38+,39+,40-,41+,42+,43-,44+,45-,47-,48-;25-,27-,29-,30-,32+,33-,34-,35-,36-,37-,38-,39+,40-,41+,42-,43-,44+,46+,47+/m10/s1",CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)O[C@H](C[C@@H]1OC)O[C@H]1[C@@H](C)\C=C\C=C2/CO[C@@H]3[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]4C[C@@H](C\C=C1/C)O[C@@]1(CC[C@H](C)[C@@H](C(C)C)O1)C4)[C@]23O.CC[C@@H](C)[C@H]1O[C@@]2(CC[C@@H]1C)O[C@@H]1C\C=C(C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@@H](C1)C2)[C@]34O,C95H146O28,C07970,D00804,46936176,46506810,,CHEMBL1200633,,30776735,
DB00603,Medroxyprogesterone acetate,71-58-9,approved; investigational,PSGAAPLEWMOORI-PEINSRQWSA-N,"InChI=1S/C24H34O4/c1-14-12-18-19(22(4)9-6-17(27)13-21(14)22)7-10-23(5)20(18)8-11-24(23,15(2)25)28-16(3)26/h13-14,18-20H,6-12H2,1-5H3/t14-,18+,19-,20-,22+,23-,24-/m0/s1",[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,C24H34O4,C08150,D00951,6279,46508895,6716,CHEMBL717,,6043,50067678
DB00605,Sulindac,38194-50-2,approved; investigational,MLKXDPUZXIRXEP-MFOYZWKCSA-N,"InChI=1S/C20H17FO3S/c1-12-17(9-13-3-6-15(7-4-13)25(2)24)16-8-5-14(21)10-19(16)18(12)11-20(22)23/h3-10H,11H2,1-2H3,(H,22,23)/b17-9-",CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O,C20H17FO3S,C01531,D00120,1548887,46506570,9352,CHEMBL15770,,1265915,50012899
DB00608,Chloroquine,1954/5/7,approved; investigational; vet_approved,WHTVZRBIWZFKQO-UHFFFAOYSA-N,"InChI=1S/C18H26ClN3/c1-4-22(5-2)12-6-7-14(3)21-17-10-11-20-18-13-15(19)8-9-16(17)18/h8-11,13-14H,4-7,12H2,1-3H3,(H,20,21)",CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,C18H26ClN3,C07625,D02366,2719,46506925,3638,CHEMBL76,CLQ,2618,22985
DB00609,Ethionamide,536-33-4,approved,AEOCXXJPGCBFJA-UHFFFAOYSA-N,"InChI=1S/C8H10N2S/c1-2-7-5-6(8(9)11)3-4-10-7/h3-5H,2H2,1H3,(H2,9,11)",CCC1=NC=CC(=C1)C(N)=S,C8H10N2S,C07665,D00591,2761171,46506077,4885,CHEMBL1441,,2041901,50239976
